name,color,star,class,speed,power,attack,defense,health,skill,effects,passives,types,source,family_bonus,family,image,costume_id,dot_string,total_dot_damage,n_turns,dot_damage_per_turn,max_special_percent,min_special_percent,max_special_stat_percent,min_special_stat_percent,Title,Costume,Museum,Element,Rarity,Origin,Family,Release date,Class,Mana Speed,Special Skill,Passive #1,Passive #2,Passive #3,Passive #CB1,Passive #CB2,AetherPower,Max level: Attack,Max level: Defense,Max level: Health,Max level: Power,Limit Break #1: Attack,Limit Break #1: Defense,Limit Break #1: Health,Limit Break #1: Power,Limit Break #2: Attack,Limit Break #2: Defense,Limit Break #2: Health,Limit Break #2: Power,Mana Bonus CB1,Max level CB1: Attack,Max level CB1: Defense,Max level CB1: Health,Max level CB1: Power,Limit Break CB1 #1: Attack,Limit Break CB1 #1: Defense,Limit Break CB1 #1: Health,Limit Break CB1 #1: Power,Limit Break CB1 #2: Attack,Limit Break CB1 #2: Defense,Limit Break CB1 #2: Health,Limit Break CB1 #2: Power,Mana Bonus CB2,Max level CB2: Attack,Max level CB2: Defense,Max level CB2: Health,Max level CB2: Power,Limit Break CB2 #1: Attack,Limit Break CB2 #1: Defense,Limit Break CB2 #1: Health,Limit Break CB2 #1: Power,Limit Break CB2 #2: Attack,Limit Break CB2 #2: Defense,Limit Break CB2 #2: Health,Limit Break CB2 #2: Power,Mana Bonus CB3,Max level CB3: Attack,Max level CB3: Defense,Max level CB3: Health,Max level CB3: Power,Limit Break CB3 #1: Attack,Limit Break CB3 #1: Defense,Limit Break CB3 #1: Health,Limit Break CB3 #1: Power,Limit Break CB3 #2: Attack,Limit Break CB3 #2: Defense,Limit Break CB3 #2: Health,Limit Break CB3 #2: Power,Mana Bonus CB4,Max level CB4: Attack,Max level CB4: Defense,Max level CB4: Health,Max level CB4: Power,Limit Break CB4 #1: Attack,Limit Break CB4 #1: Defense,Limit Break CB4 #1: Health,Limit Break CB4 #1: Power,Limit Break CB4 #2: Attack,Limit Break CB4 #2: Defense,Limit Break CB4 #2: Health,Limit Break CB4 #2: Power
Graymane C2,blue,3,Sorcerer,Average,504,558,399,946,Toon Bite,"['Deals 255% damage to the target.', 'Heals the caster for 45% of damage dealt.', 'Deals extra damage against Fire.']","['Toon: 75% extra chance to resist all status ailments, mana reductions and buff dispels.']","['Hit 1', 'Self Heal']",Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/Qf69vSG.jpg,2,,0,0,0.0,255,45,0,0,The Ferocious Toon,2.0,1153.0,Ice,3,Classic,Classic Family,2024-04-08T07:00:00,Sorcerer,Average,Toon Bite,Toon,,,,,Special Boost,486,347,789,442,551.0,394.0,894.0,493.0,681.0,486.0,1105.0,594.0,5%,520.0,371.0,867.0,472.0,589.0,421.0,983.0,526.0,728.0,520.0,1215.0,635.0,5%,558.0,399.0,946.0,504.0,633.0,453.0,1072.0,563.0,783.0,558.0,1326.0,680.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gato,blue,3,Fighter,Fast,447,516,401,639,Swamp Slash,"['Deals 300% damage to the target', 'The caster and nearby allies are immune to new status ailments for 3 turns']",0,"['Hit 1', 'Debuff Immunity']",Season2,"['Bonus for 1/2/3/4/5 Unique Heroes:', '+3%/+6%/+10%/+15%/+20% attack']",Lagoon,https://i.imgur.com/4RQUIxe.jpg,0,,0,0,0.0,300,300,0,0,Swamp Thug,,1164.0,Ice,3,Season II,Lagoon Family,,Fighter,Fast,Swamp Slash,,,,,,Attack Up,516,401,639,447,585.0,455.0,724.0,498.0,722.0,562.0,895.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soroca,blue,3,Paladin,Average,482,512,500,703,Faithful Force,"['Deals 235% damage to the target.', 'Deals additional 10% damage per each Ice shield on the board, up to 335%  damage in total.']","['Gargoyle’s Stoneskin: Every time this Gargoyle casts a Special Skill, their Stoneskin hardens. The next 4 times they receive damage, it is dropped to 1. This effect can’t be dispelled.']",['Hit 1'],Gargoyle,"['Bonus for 1/2/3/ Unique Heroes:', 'Immune to Poison damage / Immune to Poison and Burn damage / Immune to Poison, Burn and Water damage', 'The members of this family have additional perks in the Return to Sanctuary event.']",Gargoyle,https://i.imgur.com/m9CtBNT.jpg,0,,0,0,0.0,335,10,0,0,Furious Gargoyle,,1145.0,Ice,3,Return to Sanctuary,Gargoyle Family,2022-05-12T07:00:00,Paladin,Average,Faithful Force,Gargoyle's Stoneskin,,,,,Ailment Immunity,512,500,703,482,581.0,567.0,797.0,538.0,718.0,700.0,985.0,650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yao,blue,3,Ranger,Average,483,486,497,778,Sword of Wei,"['Deals 215% damage to the target and nearby enemies.', 'Summons a Wei Soldier Minion with 20% HP and 25% attack inherited from the caster.', 'Each hit from a Wei Soldier Minion dispells all dispellable buffs from the target.']",0,"['Hit 3', 'Summoner']",Kingdom,"['Bonus for 1/2/3 Unique Heroes:', '2% / 4% / 6% mana each time a Minion is summoned for the Hero.', '3% / 5% / 7% heal each time a Minion is summoned for the Hero.', 'Morale Boost:', 'Heroes belonging to this family as well as heroes fighting alongside with them receive additional perks in War of the Three Kingdoms:', '+10% attack, + 3% defense, +7% health']",Kingdom,https://i.imgur.com/uzjBEsd.jpg,0,,0,0,0.0,215,20,0,0,Wei Footsoldier,,1148.0,Ice,3,War of the Three Kingdoms,Kingdom Family,2022-03-14T12:00:00,Ranger,Average,Sword of Wei,,,,,,Attack Up,486,497,778,483,551.0,563.0,882.0,538.0,681.0,696.0,1090.0,650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joukahainen,blue,3,Monk,Average,482,465,472,877,Arrows of Fury,"['Dispels buffs from all enemies.', 'Deals 165% damage to all enemies.', 'All enemies are immune to new status effect buffs for 4 turns. Against Nature characters, this status effect becomes uncleansable and lasts 2 turns longer.']","['When this character starts a turn with low health for the first time during a battle, they recover 15% health and receive 15% mana.']","['Dispeller', 'Hit All', 'Buff Immunity']",Kalevala,"['Bonus for 1/2/3 Unique Heroes:', 'Receive -10%/-25%/-40% less damage from the Special Skills of the stronger element.', 'The members of this family have additional perks in the Kalevala event.']",Kalevala,https://i.imgur.com/MfQu0Jd.jpg,0,,0,0,0.0,165,165,0,0,Ferocious Hunter,,1147.0,Ice,3,Kalevala,Kalevala Family,2022-06-20T07:00:00,Monk,Average,Arrows of Fury,Power of Sisu,,,,,Counterattack,465,472,877,482,527.0,535.0,994.0,538.0,652.0,662.0,1229.0,650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karil,blue,3,Barbarian,Average,442,484,378,733,Ramming Rush,['Deals 260% damage to the target and minor damage to nearby enemies'],0,['Hit 3'],Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/Upbhrq6.jpg,0,,0,0,0.0,260,260,0,0,The Hotblooded,0.0,1141.0,Ice,3,Classic,Classic Family,,Barbarian,Average,Ramming Rush,,,,,,Rage,484,378,733,442,549.0,429.0,831.0,493.0,679.0,530.0,1027.0,594.0,5%,517.0,404.0,806.0,471.0,587.0,459.0,914.0,526.0,726.0,567.0,1129.0,635.0,5%,556.0,434.0,879.0,504.0,631.0,493.0,997.0,563.0,780.0,609.0,1232.0,681.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Karil C,blue,3,Rogue,Average,466,527,379,793,Forge Rush,"['Deals 240% damage to the target and minor damage to nearby enemies.', 'The target and nearby enemies receive 60 Burn damage over 3 turns.']",0,"['Hit 3', 'Dot 3']",Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/g4KxM6b.jpg,1,60 Burn damage over 3 turns.,60,3,20.0,240,240,0,0,The Heated,1.0,1142.0,Ice,3,Classic,Classic Family,2020-05-18T07:00:00,Rogue,Average,Forge Rush,,,,,,Bulwark,502,361,721,442,569.0,409.0,817.0,493.0,703.0,506.0,1010.0,594.0,5%,537.0,386.0,793.0,472.0,608.0,437.0,898.0,525.0,752.0,541.0,1111.0,635.0,5%,577.0,415.0,865.0,504.0,654.0,470.0,980.0,562.0,808.0,581.0,1212.0,680.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Karil C2,blue,3,Barbarian,Average,505,580,415,865,Toontastic Rush,"['Deals 290% damage to the target and minor damage to nearby enemies.', 'Deals extra damage against Fire.']","['Toon: 75% extra chance to resist all status ailments, mana reductions and buff dispels.']",['Hit 3'],Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/BviOX1i.jpg,2,,0,0,0.0,290,290,0,0,The Hotblooded Toon,2.0,1143.0,Ice,3,Classic,Classic Family,2024-06-28T07:00:00,Barbarian,Average,Toontastic Rush,Toon,,,,,Rage,505,361,721,443,573.0,409.0,817.0,494.0,708.0,506.0,1010.0,595.0,5%,540.0,386.0,793.0,473.0,613.0,437.0,898.0,527.0,757.0,541.0,1111.0,636.0,5%,580.0,415.0,865.0,505.0,658.0,470.0,980.0,564.0,814.0,581.0,1212.0,682.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarvur,blue,3,Druid,Fast,466,500,422,775,Jab and Hook,"['Deals 285% damage to the target.', 'Stack (Max: 10): The caster gets +10% attack.']",0,"['Hit 1', 'Stacking']",Season3,"['Bonus for 1/2/3 Unique Heroes:', 'All enemies received 22/37/64 Poison damage for as long as a Svartalfheim ally has low health. This effect cannot be dispelled.']",Svartalfheim,https://i.imgur.com/eZV4meS.jpg,0,,0,0,0.0,285,285,10,10,Wolverine Pugilist,,1165.0,Ice,3,Season III,Svartalfheim Realm,2020-05-28T07:00:00,Druid,Fast,Jab and Hook,,,,,,Special Boost,500,422,775,466,567.0,478.0,878.0,520.0,700.0,591.0,1085.0,627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frosty,blue,3,Rogue,Average,475,441,523,783,Joyful Backup,"['Recovers 32% health for all allies.', 'Summons an Elf Minion for each ally with 10% HP and 10% attack inherited from the caster.']",0,"['Heal All', 'Summoner']",Christmas,"['Bonus for 2/3 Unique Heroes:', '+2%/ +3% health for Minions inherited from their summoner.', '+5%/+10% attack for Minions inherited from their summoner.', ""The members of this family have additional perks in the Santa's Challenge event.""]",Christmas,https://i.imgur.com/33YbQ2h.jpg,0,,0,0,0.0,32,10,0,0,Northern Sentinel,,1140.0,Ice,3,Santa's Challenge,Winter Family,2020-12-01T07:00:00,Rogue,Average,Joyful Backup,,,,,,Defense Up,441,523,783,475,500.0,592.0,888.0,530.0,618.0,732.0,1097.0,639.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dawn,blue,3,Cleric,Average,484,451,477,912,Hunting Ballad,"['Summons a Hunting Owl Minion for the caster and nearby allies with 10% HP and 20% attack inherited from the caster.', 'Each hit from a Hunting Owl Minion reduces the mana of the target by -6%.', 'The caster and nearby allies get +54% defense against Special Skills for 3 turns.', 'Cleanses status ailments from the caster and nearby allies.']","['When this character casts their Special Skill, they give a Hunter’s Mark on a random enemy. The target receives 150 damage over 3 turns.', 'If a target already has this effect, the duration will be refreshed and the damage will be increased by 150, up to 1500 damage in total.', 'This character has a 10% chance to drop the direct damage received from Special Skills to 1.']","['Summoner', 'Mana Reduction', 'Special SKill Defense Buff', 'Cleanser']",Covenant,"['Bonus for 2/3/4/5 Heroes:', '+5%/+10%/+15%/+20% attack.', 'Event Bonus: Heroes belonging to the Plains Hunter family receive the following perks on Monster Island: * +20% attack, +20% defense, +20% health * 50% less permanent damage taken. * Stack (Max 10): When this character casts their Special Skill, all enemies get -3% defense.']",PlainsHunter,https://i.imgur.com/yP9tWF8.jpg,0,,0,0,0.0,20,10,54,-6,Hunter Minstrel,,1149.0,Ice,3,Monster Island,Plains Hunter Family,2022-08-25T07:00:00,Cleric,Average,Hunting Ballad,Damage Over Time on Special,Special Skill Damage Reduction,,,,Defense Up,451,477,912,484,512.0,541.0,1034.0,540.0,632.0,669.0,1277.0,652.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helo,blue,3,Druid,Average,478,457,505,799,Healthiest Catch,"['Recovers 32% health for all allies.', 'Cleanses status ailments from all allies.']",['Increase Buff Duration: Duration of the first 3 buff this hero receives  from Special Skills is increased by 1 turn.'],"['Heal All', 'Cleanse All']",Season4,"['Bonus for 1/2/3/4/5 Unique Heroes:', '20%/24%/28%/32%/36% chance to spawn an Underwild Gem on the board when this Hero casts their Special Skill.', 'The Underwild Gems deal 50/35/25 (5*/4*/3*) damage to a random enemy each turn until it is matched.', 'Underwild Gems can only spawn on regular shields that match the element of this Hero.']",Underwild,https://i.imgur.com/e1OFOms.jpg,0,,0,0,0.0,32,32,0,0,Eloi Fisherman,0.0,1168.0,Ice,3,Season IV,Underwild Family,2021-03-25T07:00:00,Druid,Average,Healthiest Catch,Increase Buff Duration,,,,,Defense Up,457,505,799,478,518.0,573.0,906.0,533.0,640.0,708.0,1119.0,643.0,1%,466.0,515.0,830.0,488.0,528.0,584.0,942.0,545.0,652.0,722.0,1163.0,658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helo C,blue,3,Paladin,Average,488,466,524,814,Fishiest Pastry,"['All allies regenerate 411 HP over 3 turns.', 'Cleanses status ailments from all allies.']",['Increase Buff Duration: Duration of the first 3 buff this hero receives  from Special Skills is increased by 1 turn.'],"['HoT', 'Cleanser']",Season4,"['Bonus for 1/2/3/4/5 Unique Heroes:', '20%/24%/28%/32%/36% chance to spawn an Underwild Gem on the board when this Hero casts their Special Skill.', 'The Underwild Gems deal 50/35/25 (5*/4*/3*) damage to a random enemy each turn until it is matched.', 'Underwild Gems can only spawn on regular shields that match the element of this Hero.']",Underwild,https://i.imgur.com/c9F3Wjn.jpg,1,,0,0,0.0,0,0,0,0,Eloi Baker,1.0,1169.0,Ice,3,Season IV,Underwild Family,2023-12-07T07:00:00,Paladin,Average,Fishiest Pastry,Increase Buff Duration,,,,,Regen,457,514,783,478,518.0,583.0,888.0,533.0,640.0,720.0,1097.0,644.0,1%,466.0,524.0,814.0,488.0,528.0,594.0,923.0,545.0,652.0,734.0,1140.0,658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgil,blue,3,Cleric,Charge,484,413,495,976,Imaginary Increments,"['Special Skill has a different effect when charged with 100% / 200% / 300% mana:', '1x Mana Charge:', '* Recovers 15% health for all allies.', '* All allies get +40% defense against Nature for 2 turns.', '2x Mana Charge:', '* Recovers 25% health for all allies.', '* All allies get +54% defense against Special Skills for 3 turns.', '3x Mana Charge:', '* Recovers 45% health for all allies.', '* All allies get +94% defense against Nature for 2 turns.', '* All allies get +74% defense against Special Skills for 3 turns.']","['Decreased Minion Health: Enemy Minions inherit -50% less Health when summoned.', 'Resist defense Ailments: This character has innate resistance against status ailments that affect defense. Applies also to status ailments that affect elemental defense.']","['Charge', 'Healer', 'Elemental Defense Buff']",Styx,"['Bonus for 1/2/3 Unique Heroes:', '40%/60%/80% chance to cast -30% mana generation to all enemies for 2 turns when this hero casts their Special Skill.']",Styx,https://i.imgur.com/lXHaox1.jpg,0,,0,0,0.0,300,15,94,40,Guide to the Underworld,,1171.0,Ice,3,Tower of Styx,Styx Family,2022-09-21T07:00:00,Cleric,Styx,Poet's Protection,Resist Defense Ailments,Decreased Minion Health,,,,Defense Up,413,495,976,484,468.0,561.0,1107.0,540.0,579.0,693.0,1367.0,653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swan Maiden,blue,3,Paladin,Average,514,521,521,869,Dance of the Little Swan,"['The caster regenerates 402 HP over 3 turns.', 'The caster gets +30% chance to dodge Special Skills that deal damage for 3 turns.', 'Casts Dance of the Little Swan to all allies but caster for 3 turns. All existing status effects will be removed when this effect is added.', 'Dance of the Little Swan', ' * +30% chance to dodge attacks and Special Skills.', ' * 35% chance to deal 240% damage to a random enemy after any subsequent allied Special Skill is cast.', ' * Gives immunity to new status effects. New dance status effects will replace this effect.', ' * This effect cannot be dispelled. The effect is removed when the caster dies.']","['Heal when status ailment expires or is cleared: This character receives 10%  health each time a status ailment expires or is cleansed, removed or  reallocated from them. This effect can activate only once per turn.', 'Resist Defense Ailments: This character has innate resistance against status ailments that affect defense. Doesn’t apply to status ailments that affect  elemental defense.']","['Self heal', 'Dodge Buff', 'Dance of the Little Swan', 'Dodge Buff', 'Status Effect immunity']",Solstice,"['Heroes become stronger when teamed with other unique Heroes of the same family.', 'Bonus for 1/2/3 Heroes:', '* +5% / +10% / +15% attack.', '* +5% / +10% / +15% defense.', '* +5% / +10% / +15% HP.', 'The members of this family have additional perks in the Secrets of the Opera event.']",opera,https://i.imgur.com/2eJk70W.jpg,0,,0,0,0.0,240,35,30,30,One of The Little Swans,,1139.0,Ice,3,Secrets of the Opera,Opera Family,2024-01-25T07:00:00,Paladin,Average,Dance of the Little Swan,Heal when Status Ailment Expires Or Is Cleared,Resist Defense Ailments,,,,Dodge,521,521,869,514,591.0,591.0,985.0,575.0,730.0,730.0,1217.0,695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarif,blue,3,Wizard,Average,483,507,408,908,Disabling Decree,"['Deals 335% damage to the target.', 'The target is immune to new status effect buffs for 3 turns, and receives 70 damage for each attempted buff.']","['Effects on Special Skill: 60% chance to perform the following actions when this character casts their Special Skill', ' * Deals 70% damage to all enemies.', ' * All enemies get -24% mana generation for 3 turns.']",['Hit 1'],Season5,"['Bonus for 1/2 Unique Heroes:', '50% / 75% chance to cast -24% defense for 2 turns and 196/146/114 (5*/4*/3*) Water damage over 2 turns on an enemy who deals Special Skill damage to this character.', 'If the enemy’s Special Skill defeats this character, the chance is 75%/100%', 'The members of this family have additional perks in Season V stages']",Moon,https://i.imgur.com/ntCu0sS.jpg,0,,0,0,0.0,335,335,0,0,Stressed-Out Scribe,,1170.0,Ice,3,Season V,Moon Family,2022-04-21T07:00:00,Wizard,Average,Disabling Decree,Effects on Special Skill,,,,,Attack Up,507,408,908,483,575.0,462.0,1030.0,539.0,710.0,571.0,1272.0,651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chick Jr,blue,3,Paladin,Average,462,523,413,703,Compact Lance,"['Deals 180% damage to all enemies', ""The caster gets -20% attack for 3 turns. This effect can't be cleansed.""]",0,['Hit All'],Springvale,"['Bonus for 2/3 Unique Heroes:', '+10%/+20% attack', 'The members of this family have additional perks in the Springvale Festival event.']",Springvale,https://i.imgur.com/3LZJ0cl.jpg,0,,0,0,0.0,180,180,-20,-20,Squire of Springvale,,1144.0,Ice,3,Springvale Festival,Springvale Family,,Paladin,Average,Compact Lance,,,,,,Special Boost,523,413,703,462,592.0,468.0,797.0,514.0,732.0,579.0,985.0,621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valen,blue,3,Fighter,Fast,442,479,411,679,Chilling Slash,"['Deals 300% damage to the target', 'The target gets -34% defense for 6 turns']",0,"['Hit 1', 'Defense Debuff']",Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/8iWG7cB.jpg,0,,0,0,0.0,300,300,-34,-34,Dashing Duelist,0.0,1157.0,Ice,3,Classic,Classic Family,,Fighter,Fast,Chilling Slash,,,,,,Attack Up,479,411,679,442,543.0,466.0,770.0,493.0,671.0,576.0,951.0,594.0,5%,512.0,439.0,746.0,471.0,581.0,498.0,847.0,526.0,717.0,616.0,1046.0,634.0,5%,550.0,472.0,814.0,503.0,624.0,535.0,924.0,562.0,771.0,662.0,1141.0,679.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Valen C,blue,3,Rogue,Fast,465,488,443,757,Thrilling Clash,"['Deals 335% damage to the target.', 'The caster getts +54% attack for 6 turns.']",0,['Hit 1'],Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/V2ztXVp.jpg,1,,0,0,0.0,335,335,54,54,Clean-Cut Climber,1.0,1158.0,Ice,3,Classic,Classic Family,2021-01-18T07:00:00,Rogue,Fast,Thrilling Clash,,,,,,Special Boost,465,422,689,442,527.0,478.0,782.0,492.0,652.0,591.0,966.0,593.0,5%,497.0,451.0,757.0,471.0,563.0,511.0,860.0,525.0,697.0,632.0,1062.0,634.0,5%,534.0,485.0,826.0,503.0,606.0,549.0,938.0,562.0,749.0,679.0,1159.0,679.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Valen C2,blue,3,Fighter,Fast,503,542,480,819,Toon Slash,"['Deals 330% damage to the target.', 'The target gets -28% defense for 6 turns.', 'Deals extra damage against Fire.']","['Toon: 75% extra chance to resist all status ailments, mana reductions and buff dispels.']","['Hit 1', 'Defense Debuff']",Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/ARB96xu.jpg,2,,0,0,0.0,330,330,-28,-28,Talented Toon,2.0,1159.0,Ice,3,Classic,Classic Family,2023-12-25T07:00:00,Fighter,Fast,Toon Slash,Toon,,,,,Attack Up,472,418,683,442,535.0,474.0,774.0,493.0,662.0,586.0,956.0,594.0,5%,505.0,447.0,751.0,472.0,572.0,507.0,851.0,526.0,708.0,627.0,1051.0,635.0,5%,542.0,480.0,819.0,503.0,615.0,545.0,928.0,562.0,761.0,673.0,1147.0,680.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulmer,blue,3,Wizard,Slow,445,528,359,677,Blizzard,"['Deals 116% damage to all enemies.', 'All enemies get -34% defense for 6 turns.']",0,"['Hit All', 'Defense Debuff']",Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/8fr1xWV.jpg,0,,0,0,0.0,116,116,-34,-34,Mage of Glaceholm,0.0,1154.0,Ice,3,Classic,Classic Family,,Wizard,Slow,Blizzard,,,,,,Defense Up,528,359,677,445,598.0,407.0,768.0,495.0,739.0,503.0,949.0,597.0,5%,564.0,384.0,744.0,474.0,639.0,435.0,844.0,528.0,790.0,538.0,1043.0,638.0,5%,607.0,412.0,812.0,506.0,687.0,468.0,921.0,565.0,849.0,578.0,1138.0,683.0,,,,,,,,,,,,,,,,,,,,,,,,,,
